title,slug,year,coords,theme,era,region,notable_figures,visuals,prompt,image_url,difficulty,source,id,country,city,notable_location,era_id,theme_id,caption,wiki_url,broad_era
The Launch of Facebook marking the rise of social media,the-launch-of-facebook-marking-the-rise-of-social-media,2004,"[37.3861, -122.0839]",scientific & technological breakthroughs,Modern United States & Canada,Americas,"Mark Zuckerberg, Eduardo Saverin, Andrew McCollum, Dustin Moskovitz, Chris Hughes",young Mark Zuckerberg at a computer; early 2000s college dorm room; computer with Facebook's early interface; students interacting with the platform; Harvard University setting,"A highly detailed, photo-realistic image of The Launch of Facebook marking the rise of social media as it might have appeared at the time. The scene includes young Mark Zuckerberg at a computer, early 2000s college dorm room, computer with Facebook's early interface, students interacting with the platform, Harvard University setting, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-launch-of-facebook-marking-the-rise-of-social-media.jpg,3,AI-generated based on historical records,9a91789b-30ef-4209-b9e1-1c0a05623a18,United States,Cambridge,Harvard University,201,6,"In 2004, a Harvard dorm room became the birthplace of Facebook, a platform that would revolutionize social interaction and digital communication worldwide.",https://en.wikipedia.org/wiki/History_of_Facebook,9. 21st Century
The assassination of Yitzhak Rabin at a peace rally in Tel Aviv,the-assassination-of-yitzhak-rabin-at-a-peace-rally-in-tel-aviv,1995,"[32.0853, 34.7818]",diplomacy & international relations,Modern Asia,Asia,"Yitzhak Rabin, Shimon Peres, Yigal Amir",a large crowd at a peace rally; Yitzhak Rabin on stage; Tel Aviv cityscape in the background; security personnel; nighttime setting with stage lights,"A highly detailed, photo-realistic image of The assassination of Yitzhak Rabin at a peace rally in Tel Aviv as it might have appeared at the time. The scene includes a large crowd at a peace rally, Yitzhak Rabin on stage, Tel Aviv cityscape in the background, security personnel, and a nighttime setting with stage lights, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-assassination-of-yitzhak-rabin-at-a-peace-rally-in-tel-aviv.jpg,3,AI-generated based on historical records,0c18182c-b8f4-4db9-bd43-7da2a1dacd82,Israel,Tel Aviv,Kings of Israel Square,244,3,"Yitzhak Rabin, Israel's Prime Minister, was tragically assassinated at a peace rally, a pivotal moment in Israeli history.",https://en.wikipedia.org/wiki/Assassination_of_Yitzhak_Rabin,8. 20th Century
The Formation of the First Permanent Villages like Jericho,the-formation-of-the-first-permanent-villages-like-jericho,-8000,"[31.8711, 35.4433]",architecture & engineering,Agricultural & Neolithic Asia,Asia,,early stone structures; agricultural fields; people engaging in daily activities; domesticated animals; surrounding desert landscape,"A highly detailed, photo-realistic image of The Formation of the First Permanent Villages like Jericho as it might have appeared at the time. The scene includes early stone structures, agricultural fields, people engaging in daily activities, domesticated animals, surrounding desert landscape, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-formation-of-the-first-permanent-villages-like-jericho.jpg,3,AI-generated based on historical records,db2c46c6-0b58-425d-9c48-fd8d7abb9f05,State of Palestine,Jericho,Tell es-Sultan,245,8,"Around 8,000 BCE, Jericho emerged as one of the first permanent villages, marking a significant shift in human settlement patterns with its early stone structures and agricultural practices.",https://en.wikipedia.org/wiki/Jericho,3. Late Prehistory
The partition of India and creation of Pakistan,the-partition-of-india-and-creation-of-pakistan,1947,"[28.6139, 77.209]",foundational political moments,Modern Asia,Asia,"Mahatma Gandhi, Jawaharlal Nehru, Muhammad Ali Jinnah, Lord Mountbatten",crowds of people migrating with their belongings; British colonial architecture; train stations filled with people; borders being drawn on maps; leaders in discussion,"A highly detailed, photo-realistic image of The partition of India and creation of Pakistan as it might have appeared at the time. The scene includes crowds of people migrating with their belongings, British colonial architecture, train stations filled with people, borders being drawn on maps, and leaders in discussion, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-partition-of-india-and-creation-of-pakistan.jpg,3,AI-generated based on historical records,763d540a-d365-4bf8-a691-936eeb23a5d2,"India, Pakistan",New Delhi,India Gate,244,2,"The partition of India in 1947 led to the creation of Pakistan, marking a significant moment of demographic change and political realignment in South Asia.",https://en.wikipedia.org/wiki/Partition_of_India,8. 20th Century
The sinking of the Lusitania by a German U-boat,the-sinking-of-the-lusitania-by-a-german-u-boat,1915,"[51.25, -8.166667]",wars & battles,World War I,Europe,Kapitänleutnant Walther Schwieger,a large ocean liner sinking; a German U-boat nearby; passengers in lifeboats; chaotic ocean waves; smoke rising from the ship,"A highly detailed, photo-realistic image of The sinking of the Lusitania by a German U-boat as it might have appeared at the time. The scene includes a large ocean liner sinking, a German U-boat nearby, passengers in lifeboats, chaotic ocean waves, and smoke rising from the ship, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-sinking-of-the-lusitania-by-a-german-u-boat.jpg,3,AI-generated based on historical records,8187c5d0-601a-4531-ba13-10c80a000336,Ireland,,Off the coast of Kinsale,22,1,"The sinking of the Lusitania in 1915 marked a pivotal moment in World War I, influencing public opinion and contributing to the United States' eventual entry into the war.",https://en.wikipedia.org/wiki/RMS_Lusitania,7. Industrial Age
The signing of the Magna Carta,the-signing-of-the-magna-carta,1215,"[51.4839, -0.5605]",law & justice,Medieval Europe,Europe,"King John of England, Stephen Langton, William Marshal",King John with a quill; medieval barons; parchment document; Runnymede meadow; medieval tents,"A highly detailed, photo-realistic image of The signing of the Magna Carta as it might have appeared at the time. The scene includes King John with a quill, medieval barons, parchment document, Runnymede meadow, medieval tents, depicted with authentic clothing and technology from the era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-signing-of-the-magna-carta.jpg,3,AI-generated based on historical records,b8ec32cf-c3b6-4e1f-add9-3b22ba0f1fe0,England,,Runnymede,18,4,"The Magna Carta, signed by King John of England in 1215, was a groundbreaking document that limited royal power and laid the foundation for modern constitutional governance, influencing legal systems worldwide.",https://en.wikipedia.org/wiki/Magna_Carta,5. Middle Ages
The first successful climb of Mount Everest by Edmund Hillary and Tenzing Norgay,the-first-successful-climb-of-mount-everest-by-edmund-hillary-and-tenzing-norgay,1953,"[27.9881, 86.925]",exploration & discovery,Modern Asia,Asia,"Edmund Hillary, Tenzing Norgay",Edmund Hillary and Tenzing Norgay reaching the summit; snow-covered peak of Mount Everest; climbing gear from the 1950s; Himalayan landscape; prayer flags fluttering in the wind,"A highly detailed, photo-realistic image of The first successful climb of Mount Everest by Edmund Hillary and Tenzing Norgay as it might have appeared at the time. The scene includes Edmund Hillary and Tenzing Norgay reaching the summit, snow-covered peak of Mount Everest, climbing gear from the 1950s, Himalayan landscape, prayer flags fluttering in the wind, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-first-successful-climb-of-mount-everest-by-edmund-hillary-and-tenzing-norgay.jpg,3,AI-generated based on historical records,fac9bd14-c393-4f2c-a5c1-9f236758e7ce,Nepal,,Mount Everest,244,9,"On May 29, 1953, Edmund Hillary of New Zealand and Tenzing Norgay, a Sherpa of Nepal, became the first climbers confirmed to have reached the summit of Mount Everest, marking a significant achievement in mountaineering history just days before the coronation of Queen Elizabeth II.",https://en.wikipedia.org/wiki/1953_British_Mount_Everest_expedition,8. 20th Century
The Bandung Conference of Non-Aligned Nations,the-bandung-conference-of-non-aligned-nations,1955,"[-6.9147, 107.6098]",diplomacy & international relations,Modern Asia,Asia,"Jawaharlal Nehru, Sukarno, Gamal Abdel Nasser, Zhou Enlai, Josip Broz Tito",delegates from various countries in traditional and formal attire; conference hall with flags of participating nations; Sukarno delivering a speech; delegates engaging in discussions; traditional Indonesian architectural elements,"A highly detailed, photo-realistic image of The Bandung Conference of Non-Aligned Nations as it might have appeared at the time. The scene includes delegates from various countries in traditional and formal attire, a conference hall with flags of participating nations, Sukarno delivering a speech, delegates engaging in discussions, and traditional Indonesian architectural elements, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-bandung-conference-of-non-aligned-nations.jpg,3,AI-generated based on historical records,f3d82452-349d-42be-809b-09a76f37d864,Indonesia,Bandung,Gedung Merdeka,244,3,"The Bandung Conference marked a pivotal moment in the Cold War era, as leaders from Asia and Africa gathered to promote non-alignment and cooperation among newly independent nations.",https://en.wikipedia.org/wiki/Bandung_Conference,8. 20th Century
Iranian women protest mandatory hijab laws after the death of Mahsa Amini,iranian-women-protest-mandatory-hijab-laws-after-the-death-of-mahsa-amini,2022,"[35.6892, 51.389]",social movements & protests,Contemporary Asia,Asia,Mahsa Amini,women holding signs and banners; crowds gathered in a city square; traditional Iranian architecture in the background; police presence; women without hijabs,"A highly detailed, photo-realistic image of Iranian women protest mandatory hijab laws after the death of Mahsa Amini as it might have appeared at the time. The scene includes women holding signs and banners, crowds gathered in a city square, traditional Iranian architecture in the background, police presence, and women without hijabs, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/iranian-women-protest-mandatory-hijab-laws-after-the-death-of-mahsa-amini.jpg,3,AI-generated based on historical records,5595c217-40db-47ea-ab9a-0a78c65c5312,Iran,Tehran,Azadi Square,232,5,"In 2022, following the death of Mahsa Amini, Iranian women led significant protests against mandatory hijab laws, symbolizing a broader struggle for women's rights in Iran.",https://en.wikipedia.org/wiki/Death_of_Mahsa_Amini,9. 21st Century
The start of the Hundred Years’ War between England and France,the-start-of-the-hundred-years-war-between-england-and-france,1337,"[48.8566, 2.3522]",wars & battles,Renaissance Europe,Europe,"Edward III of England, Philip VI of France",medieval soldiers in armor; flags of England and France; a battlefield with tents; medieval weapons like swords and bows; a castle in the background,"A highly detailed, photo-realistic image of The start of the Hundred Years’ War between England and France as it might have appeared at the time. The scene includes medieval soldiers in armor, flags of England and France, a battlefield with tents, medieval weapons like swords and bows, and a castle in the background, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-start-of-the-hundred-years-war-between-england-and-france.jpg,3,AI-generated based on historical records,eeda94c2-6f7b-4bc9-ad72-dde86b541987,France,Paris,Île-de-France,19,1,"The Hundred Years’ War began in 1337, marking a prolonged conflict between England and France over territorial claims and succession to the French throne.",https://en.wikipedia.org/wiki/Hundred_Years%27_War,5. Middle Ages
The Cave Paintings of Lascaux,the-cave-paintings-of-lascaux,-17000,"[45.0534, 1.1659]",art & culture,Upper Paleolithic Europe,Europe,,prehistoric humans painting on cave walls; detailed depictions of animals like bulls and horses; primitive tools used for painting,"A highly detailed, photo-realistic image of The Cave Paintings of Lascaux as it might have appeared at the time. The scene includes prehistoric humans painting on cave walls, detailed depictions of animals like bulls and horses, and primitive tools used for painting, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-cave-paintings-of-lascaux.jpg,3,AI-generated based on historical records,370bdff5-52c7-4d43-84bf-36309164c53a,France,,Lascaux Cave,236,10,"The Cave Paintings of Lascaux, dating back to around 17,000 BCE, are a remarkable example of prehistoric art, showcasing detailed depictions of animals and human figures.",https://en.wikipedia.org/wiki/Lascaux,3. Late Prehistory
The Fall of the Twin Towers on September 11,the-fall-of-the-twin-towers-on-september-11,2001,"[40.7128, -74.006]",architecture & engineering,Modern United States & Canada,Americas,"George W. Bush, Osama bin Laden, Rudy Giuliani",the Twin Towers collapsing; smoke and debris filling the sky; emergency responders at the scene; people evacuating the area; New York City skyline,"A highly detailed, photo-realistic image of The Fall of the Twin Towers on September 11 as it might have appeared at the time. The scene includes the Twin Towers collapsing, smoke and debris filling the sky, emergency responders at the scene, people evacuating the area, and the New York City skyline, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-fall-of-the-twin-towers-on-september-11.jpg,3,AI-generated based on historical records,d64ec948-2692-438a-9be3-f51c488d87eb,United States,New York City,World Trade Center,201,8,"On September 11, 2001, the world watched in horror as the Twin Towers of the World Trade Center in New York City collapsed following a terrorist attack, marking a pivotal moment in modern history.",https://en.wikipedia.org/wiki/September_11_attacks,9. 21st Century
The rise of the Kingdom of Aksum,the-rise-of-the-kingdom-of-aksum,100,"[14.1339, 38.7169]",foundational political moments,Early Human Civilizations (Africa),Africa,King Ezana,ancient Aksumite architecture; trading caravans; royal court; stone obelisks; bustling marketplace,"A highly detailed, photo-realistic image of The rise of the Kingdom of Aksum as it might have appeared at the time. The scene includes ancient Aksumite architecture, trading caravans, royal court, stone obelisks, bustling marketplace, depicted with authentic clothing and technology from the era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-rise-of-the-kingdom-of-aksum.jpg,3,AI-generated based on historical records,c1f4b3ff-42ba-4e59-9b39-19078c9d6e4f,Ethiopia,Aksum,Aksum Obelisks,231,2,"The Kingdom of Aksum, emerging around 100 CE, became a major trading empire in Northeast Africa, known for its monumental obelisks and as one of the first empires to officially adopt Christianity in the 4th century.",https://en.wikipedia.org/wiki/Kingdom_of_Aksum,4. Ancient World
The Emergence of Homo Sapiens in Africa,the-emergence-of-homo-sapiens-in-africa,-300000,"[1.3733, 32.2903]",migration & demographic change,Prehistoric Africa,Africa,,early Homo sapiens engaging in daily activities; savannah landscape with diverse flora and fauna; primitive tools and fire usage; group of Homo sapiens interacting; natural shelters and caves,"A highly detailed, photo-realistic image of The Emergence of Homo Sapiens in Africa as it might have appeared at the time. The scene includes early Homo sapiens engaging in daily activities, savannah landscape with diverse flora and fauna, primitive tools and fire usage, group of Homo sapiens interacting, natural shelters and caves, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-emergence-of-homo-sapiens-in-africa.jpg,3,AI-generated based on historical records,9af65f2f-a411-4158-a1c4-68242007dc79,Uganda,,,230,14,"The emergence of Homo sapiens in Africa around 300,000 BCE marks a significant point in human evolution, characterized by the development of complex tools and social structures.",https://en.wikipedia.org/wiki/Homo_sapiens,1. Deep Prehistory
The Migration of Humans Out of Africa,the-migration-of-humans-out-of-africa,-70000,"[0.0, 25.0]",migration & demographic change,Prehistoric Africa,Africa,,groups of early humans traveling; diverse landscapes including savannah and forests; primitive tools and clothing; campfires; wildlife typical of the era,"A highly detailed, photo-realistic image of The Migration of Humans Out of Africa as it might have appeared at the time. The scene includes groups of early humans traveling, diverse landscapes including savannah and forests, primitive tools and clothing, campfires, and wildlife typical of the era, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-migration-of-humans-out-of-africa.jpg,3,AI-generated based on historical records,f6d0bf53-8c1a-4d90-b9d9-845890200f1e,Africa,,,230,14,"Around 70,000 BCE, humans began migrating out of Africa, marking a significant demographic shift that would eventually populate the rest of the world.",https://en.wikipedia.org/wiki/Early_human_migrations,3. Late Prehistory
The Development of Stone Tools in the Oldowan Tradition,the-development-of-stone-tools-in-the-oldowan-tradition,-2600000,"[-1.2921, 36.8219]",scientific & technological breakthroughs,Prehistoric Africa,Africa,,early humans crafting stone tools; savannah landscape; primitive shelters; wild animals in the background; stone flakes and cores,"A highly detailed, photo-realistic image of The Development of Stone Tools in the Oldowan Tradition as it might have appeared at the time. The scene includes early humans crafting stone tools, savannah landscape, primitive shelters, wild animals in the background, stone flakes and cores, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-development-of-stone-tools-in-the-oldowan-tradition.jpg,3,AI-generated based on historical records,ca3fbbb8-769a-4b03-935e-3578988e93d9,Kenya,,Olduvai Gorge,230,6,"The Oldowan tradition marks the earliest known development of stone tools by early humans, representing a significant technological breakthrough in prehistoric Africa.",https://en.wikipedia.org/wiki/Oldowan,1. Deep Prehistory
The Battle of Ain Jalut involving Mamluks from Egypt,the-battle-of-ain-jalut-involving-mamluks-from-egypt,1260,"[32.3333, 35.3333]",wars & battles,Medieval Islamic World,Middle East,"Sultan Qutuz, Baibars",Mamluk cavalry charging; Mongol soldiers in combat; desert landscape; medieval armor and weapons; dust and chaos of battle,"A highly detailed, photo-realistic image of The Battle of Ain Jalut involving Mamluks from Egypt as it might have appeared at the time. The scene includes Mamluk cavalry charging, Mongol soldiers in combat, desert landscape, medieval armor and weapons, dust and chaos of battle, depicted with authentic clothing and technology from the era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-battle-of-ain-jalut-involving-mamluks-from-egypt.jpg,3,AI-generated based on historical records,270e0be6-45a6-44c7-9741-c85af9c287de,Israel,,Ain Jalut,243,1,"The Battle of Ain Jalut marked a pivotal moment in history as the Mamluks halted the westward expansion of the Mongol Empire, showcasing the effectiveness of their military tactics and solidifying their control over the region.",https://en.wikipedia.org/wiki/Battle_of_Ain_Jalut,5. Middle Ages
The assassination of Archduke Franz Ferdinand in Sarajevo,the-assassination-of-archduke-franz-ferdinand-in-sarajevo,1914,"[43.8563, 18.4131]",foundational political moments,Industrial Revolution,Europe,"Archduke Franz Ferdinand, Gavrilo Princip",Archduke Franz Ferdinand in an open car; Gavrilo Princip aiming a pistol; crowd of onlookers in early 20th-century attire; historic buildings of Sarajevo; early 20th-century automobiles,"A highly detailed, photo-realistic image of The assassination of Archduke Franz Ferdinand in Sarajevo as it might have appeared at the time. The scene includes Archduke Franz Ferdinand in an open car, Gavrilo Princip aiming a pistol, a crowd of onlookers in early 20th-century attire, historic buildings of Sarajevo, and early 20th-century automobiles, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-assassination-of-archduke-franz-ferdinand-in-sarajevo.jpg,3,AI-generated based on historical records,47da9e0c-b746-4ab5-a849-d0bd7ce22032,Bosnia and Herzegovina,Sarajevo,Latin Bridge,21,2,"The assassination of Archduke Franz Ferdinand in Sarajevo set off a chain of events that led to the outbreak of World War I, altering the course of history.",https://en.wikipedia.org/wiki/Assassination_of_Archduke_Franz_Ferdinand,7. Industrial Age
The building of the first transcontinental railroad in the United States,the-building-of-the-first-transcontinental-railroad-in-the-united-states,1869,"[41.2094, -111.9474]",economic & industrial history,19th Century United States,Americas,"Leland Stanford, Grenville Dodge, Thomas Durant, Theodore Judah",workers laying tracks; steam locomotives; railroad construction tools; mountainous landscape; wooden trestle bridges,"A highly detailed, photo-realistic image of The building of the first transcontinental railroad in the United States as it might have appeared at the time. The scene includes workers laying tracks, steam locomotives, railroad construction tools, mountainous landscape, wooden trestle bridges, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-building-of-the-first-transcontinental-railroad-in-the-united-states.jpg,3,AI-generated based on historical records,f98fa031-69a3-485d-b4f9-4e9b7271ddef,United States,,Promontory Summit,235,13,"The completion of the first transcontinental railroad in 1869 revolutionized transportation in the United States, connecting the east and west coasts and facilitating economic growth.",https://en.wikipedia.org/wiki/First_transcontinental_railroad,7. Industrial Age
The First Use of Fire by Early Humans,the-first-use-of-fire-by-early-humans,-1000000,"[0.0, 25.0]",scientific & technological breakthroughs,Prehistoric Africa,Africa,,early humans gathered around a fire; primitive tools scattered on the ground; a natural cave setting; smoke rising into the air; surrounding savannah landscape,"A highly detailed, photo-realistic image of The First Use of Fire by Early Humans as it might have appeared at the time. The scene includes early humans gathered around a fire, primitive tools scattered on the ground, a natural cave setting, smoke rising into the air, and a surrounding savannah landscape, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-first-use-of-fire-by-early-humans.jpg,3,AI-generated based on historical records,b48d86f2-0a78-4128-941a-9cae6d24b0e1,Kenya,,Wonderwerk Cave,230,6,"The first controlled use of fire by early humans marked a pivotal moment in human evolution, providing warmth, protection, and a means to cook food.",https://en.wikipedia.org/wiki/Control_of_fire_by_early_humans,1. Deep Prehistory
The eruption of Krakatoa,the-eruption-of-krakatoa,1883,"[-6.102, 105.423]",natural disasters,19th Century Asia,Asia,,massive volcanic eruption; ash clouds; tsunami waves; destruction of nearby settlements; darkened skies,"A highly detailed, photo-realistic image of The eruption of Krakatoa as it might have appeared at the time. The scene includes massive volcanic eruption, ash clouds, tsunami waves, destruction of nearby settlements, darkened skies, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-eruption-of-krakatoa.jpg,3,AI-generated based on historical records,8f89d07f-0508-48bf-a0c2-26c09556d8bc,Indonesia,,Krakatoa Island,247,7,"The catastrophic eruption of Krakatoa in 1883 was one of the most violent volcanic events in recorded history, causing massive tsunamis and global climate effects.",https://en.wikipedia.org/wiki/1883_eruption_of_Krakatoa,7. Industrial Age
The Domestication of Dogs from Wolves,the-domestication-of-dogs-from-wolves,-15000,"[50.0, 10.0]",migration & demographic change,Upper Paleolithic Europe,Europe,,early humans interacting with wolves; a campfire in a prehistoric setting; primitive shelters made of natural materials; wild wolves observing humans; early tools and hunting equipment,"A highly detailed, photo-realistic image of The Domestication of Dogs from Wolves as it might have appeared at the time. The scene includes early humans interacting with wolves, a campfire in a prehistoric setting, primitive shelters made of natural materials, wild wolves observing humans, and early tools and hunting equipment, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-domestication-of-dogs-from-wolves.jpg,3,AI-generated based on historical records,0f7eb3b1-44e6-4849-b1eb-0d7c84c50898,Germany,,,236,14,"The domestication of dogs from wolves marks a significant milestone in human history, occurring around 15,000 BCE. This event laid the foundation for the deep bond between humans and dogs that continues to this day.",https://en.wikipedia.org/wiki/Dog#Domestication,3. Late Prehistory
The first use of the telegraph to send a long-distance message,the-first-use-of-the-telegraph-to-send-a-long-distance-message,1844,"[38.8977, -77.0365]",scientific & technological breakthroughs,19th Century United States,Americas,"Samuel Morse,Alfred Vail",telegraph machine; Samuel Morse operating the telegraph; wires stretching across a room; early 19th-century clothing; Washington D.C. interior setting,"A highly detailed, photo-realistic image of The first use of the telegraph to send a long-distance message as it might have appeared at the time. The scene includes telegraph machine, Samuel Morse operating the telegraph, wires stretching across a room, early 19th-century clothing, Washington D.C. interior setting, depicted with authentic clothing, environment, and technology from the historical era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-first-use-of-the-telegraph-to-send-a-long-distance-message.jpg,3,AI-generated based on historical records,43130eaa-8d66-4930-a947-fef7a17c1fa9,United States,Washington D.C.,U.S. Capitol,235,6,"In 1844, Samuel Morse sent the first long-distance telegraph message from Washington D.C. to Baltimore, marking a pivotal moment in communication history.",https://en.wikipedia.org/wiki/First_transatlantic_telegraph_cable,7. Industrial Age
Construction of Machu Picchu,construction-of-machu-picchu,1450,"[-13.1631, -72.545]",architecture & engineering,Pre-Columbian Americas,Americas,Pachacuti Inca Yupanqui,stone terraces; Incan architecture; mountainous landscape; ancient ruins; cloud forest,"A detailed depiction of the construction of Machu Picchu, showcasing Incan architecture with stone terraces and ancient ruins set against a mountainous landscape and cloud forest.",/images/construction-of-machu-picchu.jpg,3,AI-generated based on historical records,65b2db84-8836-428f-94d2-a6f53379d506,Peru,,Machu Picchu,50,8,"Built during the reign of the Inca emperor Pachacuti, Machu Picchu is believed to have served as a royal estate or religious retreat, showcasing the advanced engineering skills of the Inca civilization amidst the challenging Andean terrain.",https://en.wikipedia.org/wiki/Machu_Picchu,5. Middle Ages
Nikola Tesla Demonstrates Alternating Current,nikola-tesla-ac-electricity-demonstration,1893,"[41.7921772364094, -87.5800695854912]",scientific & technological breakthroughs,19th Century United States,Americas,,Tesla standing beside electrical coils; brilliant arcs of electricity crossing the room; curious onlookers at the World's Columbian Exposition; early 20th-century exhibition hall interior,"A highly detailed, photo-realistic image of Nikola Tesla demonstrating alternating current electricity at the 1893 World's Columbian Exposition in Chicago. The scene shows Tesla standing confidently next to powerful coils emitting brilliant arcs of electricity, illuminating the dark hall filled with curious spectators in late 19th-century attire. The large exhibition room is lit by glowing bulbs powered wirelessly. Authentic technology, lighting, and clothing from the era. No modern artifacts. Realistic proportions, cinematic style. Framed in landscape orientation. Composition balanced for horizontal display.",/images/nikola-tesla-ac-electricity-demonstration.jpg,3,,df5c2bb2-689b-4a39-9043-65ae3928e2a2,United States,Chicago,,235,6,"In 1893, at the World's Columbian Exposition in Chicago, Nikola Tesla showcased the potential of alternating current (AC) by illuminating the fairgrounds, marking a pivotal moment in the War of Currents against Thomas Edison’s direct current (DC).",https://en.wikipedia.org/wiki/World%27s_Columbian_Exposition,7. Industrial Age
The reign of Mansa Musa in the Mali Empire,the-reign-of-mansa-musa-in-the-mali-empire,1312,"[12.6392, -8.0029]",royalty & coronations,Medieval Africa,Africa,Mansa Musa,Mansa Musa seated on a golden throne; richly adorned courtiers and advisors; bustling market scene with traders; grand architecture of Timbuktu; caravan of camels laden with gold,"A highly detailed, photo-realistic image of The reign of Mansa Musa in the Mali Empire as it might have appeared at the time. The scene includes Mansa Musa seated on a golden throne, richly adorned courtiers and advisors, bustling market scene with traders, grand architecture of Timbuktu, caravan of camels laden with gold, depicted with authentic clothing and technology from the era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-reign-of-mansa-musa-in-the-mali-empire.jpg,3,AI-generated based on historical records,cb7bf94b-16a6-45cb-9418-b904b9881df8,Mali,Timbuktu,Timbuktu,246,11,"Mansa Musa's reign is renowned for his legendary pilgrimage to Mecca in 1324, which showcased the immense wealth of the Mali Empire and significantly impacted the economies of regions he passed through, including Egypt and the broader Islamic world.",https://en.wikipedia.org/wiki/Mansa_Musa,5. Middle Ages
The founding of Great Zimbabwe,the-founding-of-great-zimbabwe,1100,"[-20.267, 30.933]",architecture & engineering,Medieval Africa,Africa,,massive stone walls; conical towers; ancient pathways; traditional huts; lush surrounding landscape,"A highly detailed, photo-realistic image of The founding of Great Zimbabwe as it might have appeared at the time. The scene includes massive stone walls, conical towers, ancient pathways, traditional huts, lush surrounding landscape, depicted with authentic clothing and technology from the era. Captured as if by a high-resolution camera. No text or modern artifacts. Realistic proportions, cinematic style.",/images/the-founding-of-great-zimbabwe.jpg,3,AI-generated based on historical records,3eb1592d-49fb-41d0-8595-a71597255474,Zimbabwe,,Great Zimbabwe,246,8,"Great Zimbabwe, a monumental city built by the ancestors of the Shona people, served as a thriving center of trade and culture in southeastern Africa, showcasing advanced architecture and social organization long before European contact.",https://en.wikipedia.org/wiki/Great_Zimbabwe,5. Middle Ages
